house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent,rent_per_sqft
1 BHK House for Rent in Rayasandra Bangalore,Rayasandra,Bengaluru,400.0,1,1,0,Unfurnished,13.0,5300.0,13.25
"2 BHK Flat for Rent in Rayasandra, Bangalore",Rayasandra,Bengaluru,975.0,2,2,0,Furnished,34.0,33000.0,33.85
"3 BHK Flat for Rent in Rayasandra Main Road, Bangalore",Rayasandra Main Road,Bengaluru,1300.0,3,3,2,Semi-Furnished,31.0,40000.0,30.77
"3 BHK Flat for Rent in Rayasandra Main Road, Bangalore",Rayasandra Main Road,Bengaluru,1400.0,3,3,0,Semi-Furnished,31.0,43000.0,30.71
"2 BHK Flat for Rent in Rbi Layout, J P Nagar, Bangalore",Rbi Layout,Bengaluru,1150.0,2,2,0,Unfurnished,17.0,20000.0,17.39
"2 BHK Flat for Rent in Rhcs Layout, Sunkadakatte, Bangalore",Rhcs Layout,Bengaluru,600.0,2,1,0,Semi-Furnished,13.0,8000.0,13.33
"3 BHK Flat for Rent in Richards Town, Richards Town, Bangalore",Richards Town,Bengaluru,1900.0,3,3,3,Unfurnished,58.0,110000.0,57.89
"3 BHK Flat for Rent in Richmond Road, Bangalore",Richmond Road,Bengaluru,1900.0,3,3,3,Semi-Furnished,79.0,150000.0,78.95
"2 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",Richmond Town,Bengaluru,1100.0,2,2,2,Semi-Furnished,55.0,60000.0,54.55
"2 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",Richmond Town,Bengaluru,1200.0,2,2,0,Furnished,63.0,75000.0,62.5
"3 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",Richmond Town,Bengaluru,2000.0,3,3,2,Unfurnished,55.0,110000.0,55.0
"3 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",Richmond Town,Bengaluru,1900.0,3,3,3,Semi-Furnished,63.0,120000.0,63.16
"3 BHK Flat for Rent in Outer Ring Road, Bangalore",Ring Road,Bengaluru,1500.0,3,3,2,Unfurnished,40.0,60000.0,40.0
4 BHK House for Rent in Outer Ring Road Bangalore,Ring Road,Bengaluru,1600.0,4,4,0,Semi-Furnished,62.0,100000.0,62.5
1 BHK House for Rent in RMV Extension Stage 2nd RMV Bangalore,Rmv Extension,Bengaluru,1000.0,1,1,0,Furnished,20.0,20000.0,20.0
"3 BHK Flat for Rent in RMV Extension Stage 2nd RMV, Bangalore",Rmv Extension,Bengaluru,1600.0,3,3,2,Semi-Furnished,34.0,55000.0,34.38
"3 BHK Flat for Rent in Stage 2 RMV, Bangalore",Rmv Extension Stage 2,Bengaluru,1350.0,3,3,3,Semi-Furnished,37.0,50000.0,37.04
3 BHK House for Rent in Stage 2 RMV Bangalore,Rmv Extension Stage 2,Bengaluru,2500.0,3,3,0,Semi-Furnished,24.0,60000.0,24.0
"4 BHK Flat for Rent in Stage 2 RMV, Bangalore",Rmv Extension Stage 2,Bengaluru,2000.0,4,3,0,Furnished,38.0,75000.0,37.5
4 BHK House for Rent in Stage 2 RMV Bangalore,Rmv Extension Stage 2,Bengaluru,2900.0,4,3,2,Furnished,78.0,230000.0,79.31
"5 BHK Villa for Rent in Royal Shelters, Bommanahalli Bangalore",Royal Shelters,Bengaluru,6000.0,5,4,0,Furnished,25.0,150000.0,25.0
"2 BHK House for Rent in Rpc Layout, Vijayanagar, West Of Chord Road Bangalore",Rpc Layout,Bengaluru,1000.0,2,2,0,Unfurnished,23.0,22500.0,22.5
1 BHK House for Rent in Ramaswamipalya Lingarajapuram Bangalore,Rs Palya,Bengaluru,600.0,1,1,0,Semi-Furnished,13.0,8000.0,13.33
1 BHK House for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,250.0,1,1,0,Semi-Furnished,28.0,7000.0,28.0
1 BHK House for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,280.0,1,1,0,Furnished,43.0,12000.0,42.86
1 BHK House for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,800.0,1,1,0,Semi-Furnished,26.0,21000.0,26.25
1 BHK House for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,650.0,1,2,0,Furnished,37.0,24000.0,36.92
"2 BHK Flat for Rent in RT Nagar, Bangalore",Rt Nagar,Bengaluru,600.0,2,2,0,Semi-Furnished,27.0,16000.0,26.67
2 BHK House for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,1000.0,2,2,0,Semi-Furnished,22.0,22000.0,22.0
"2 BHK Flat for Rent in RT Nagar, Bangalore",Rt Nagar,Bengaluru,900.0,2,2,2,Semi-Furnished,28.0,25000.0,27.78
"2 BHK Flat for Rent in RT Nagar, Bangalore",Rt Nagar,Bengaluru,1200.0,2,2,0,Furnished,29.0,35000.0,29.17
3 BHK House for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,1500.0,3,3,3,Semi-Furnished,50.0,75000.0,50.0
4 BHK Villa for Rent in RT Nagar Bangalore,Rt Nagar,Bengaluru,2400.0,4,4,3,Semi-Furnished,50.0,120000.0,50.0
"1 BHK Flat for Rent in Rustam Bagh Layout, Bangalore",Rustam Bagh Layout,Bengaluru,500.0,1,1,0,Furnished,50.0,25000.0,50.0
8 BHK Villa for Rent in Sadahalli Main Road Bangalore,Sadahalli Main Road,Bengaluru,5000.0,8,8,3,Furnished,85.0,430000.0,86.0
4 BHK House for Rent in Sadashiva Nagar Bangalore,Sadashiva Nagar,Bengaluru,2200.0,4,4,3,Semi-Furnished,57.0,130000.0,59.09
2 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bengaluru,900.0,2,2,0,Semi-Furnished,27.0,24000.0,26.67
"2 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bengaluru,1400.0,2,2,3,Semi-Furnished,24.0,33500.0,23.93
"2 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bengaluru,1300.0,2,2,0,Unfurnished,27.0,35000.0,26.92
3 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bengaluru,1400.0,3,3,0,Unfurnished,29.0,40000.0,28.57
"3 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bengaluru,1701.0,3,3,3,Semi-Furnished,26.0,45000.0,26.46
3 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bengaluru,2500.0,3,3,0,Semi-Furnished,30.0,75000.0,30.0
4 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bengaluru,2200.0,4,3,0,Semi-Furnished,30.0,65000.0,29.55
"3 BHK Flat for Rent in Samethanahalli, Bangalore",Samethanahalli,Bengaluru,2000.0,3,3,3,Semi-Furnished,48.0,95000.0,47.5
"2 BHK Flat for Rent in Sampigehalli, Sampigehalli, Bangalore",Sampigehalli,Bengaluru,340.0,2,2,0,Semi-Furnished,94.0,32000.0,94.12
"2 BHK Flat for Rent in Sampigehalli, Sampigehalli, Bangalore",Sampigehalli,Bengaluru,1722.0,2,2,0,Semi-Furnished,21.0,37000.0,21.49
"2 BHK Flat for Rent in Sanjayanagara, Bangalore",Sanjayanagara,Bengaluru,1195.0,2,2,0,Unfurnished,84.0,100000.0,83.68
3 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bengaluru,1100.0,3,2,0,Semi-Furnished,27.0,30000.0,27.27
3 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bengaluru,1240.0,3,3,0,Semi-Furnished,48.0,60000.0,48.39
4 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bengaluru,1450.0,4,2,2,Semi-Furnished,14.0,20000.0,13.79
4 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bengaluru,1250.0,4,2,2,Semi-Furnished,32.0,40000.0,32.0
5 BHK House for Rent in Sanjayanagara Bangalore,Sanjayanagara,Bengaluru,7000.0,5,5,0,Semi-Furnished,71.0,500000.0,71.43
"2 BHK Flat for Rent in Sannatammanahalli, Bangalore",Sannatammanahalli,Bengaluru,1400.0,2,2,0,Semi-Furnished,21.0,29950.0,21.39
1 BHK House for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,300.0,1,1,0,Semi-Furnished,20.0,6000.0,20.0
"2 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bengaluru,1000.0,2,2,0,Semi-Furnished,50.0,50000.0,50.0
3 BHK House for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,1750.0,3,3,0,Semi-Furnished,18.0,32000.0,18.29
3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,1750.0,3,3,0,Semi-Furnished,18.0,32000.0,18.29
3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,1550.0,3,3,0,Unfurnished,22.0,34000.0,21.94
3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,1750.0,3,3,2,Furnished,22.0,38000.0,21.71
"3 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bengaluru,1800.0,3,3,3,Semi-Furnished,36.0,65000.0,36.11
"3 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bengaluru,1625.0,3,2,2,Unfurnished,40.0,65000.0,40.0
4 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,1957.0,4,3,0,Semi-Furnished,15.0,30000.0,15.33
5 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bengaluru,5400.0,5,5,2,Furnished,14.0,75000.0,13.89
1 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,400.0,1,1,0,Unfurnished,18.0,7000.0,17.5
1 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,300.0,1,1,0,Furnished,60.0,18000.0,60.0
"1 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,600.0,1,1,0,Semi-Furnished,33.0,20000.0,33.33
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,800.0,2,2,0,Unfurnished,22.0,18000.0,22.5
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,800.0,2,2,0,Semi-Furnished,22.0,18000.0,22.5
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1040.0,2,2,0,Furnished,25.0,25500.0,24.52
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,927.0,2,2,0,Unfurnished,30.0,28000.0,30.2
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1248.0,2,2,2,Unfurnished,24.0,30000.0,24.04
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,850.0,2,2,0,Semi-Furnished,39.0,33000.0,38.82
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1212.0,2,2,0,Furnished,33.0,40000.0,33.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,930.0,2,2,0,Semi-Furnished,44.0,41000.0,44.09
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1051.0,2,2,0,Semi-Furnished,42.0,44000.0,41.86
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,940.0,2,2,0,Unfurnished,48.0,45000.0,47.87
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,674.0,2,2,0,Semi-Furnished,71.0,48000.0,71.22
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1237.0,2,2,0,Semi-Furnished,40.0,50000.0,40.42
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1400.0,3,2,0,Semi-Furnished,21.0,30000.0,21.43
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1150.0,3,3,2,Semi-Furnished,35.0,40000.0,34.78
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1200.0,3,3,2,Furnished,38.0,45000.0,37.5
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1200.0,3,2,0,Semi-Furnished,38.0,45000.0,37.5
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,2500.0,3,3,3,Unfurnished,18.0,45199.0,18.08
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1500.0,3,3,0,Semi-Furnished,31.0,47000.0,31.33
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1470.0,3,3,2,Semi-Furnished,37.0,55000.0,37.41
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1730.0,3,3,2,Semi-Furnished,32.0,55000.0,31.79
3 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,4100.0,3,4,0,Semi-Furnished,14.0,58000.0,14.15
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1700.0,3,3,3,Unfurnished,34.0,58000.0,34.12
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,2400.0,3,4,2,Semi-Furnished,25.0,59500.0,24.79
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1200.0,3,3,2,Semi-Furnished,50.0,60000.0,50.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1658.0,3,3,0,Semi-Furnished,36.0,60000.0,36.19
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1350.0,3,3,3,Semi-Furnished,48.0,65000.0,48.15
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1530.0,3,3,3,Unfurnished,42.0,65000.0,42.48
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1000.0,3,2,2,Semi-Furnished,65.0,65000.0,65.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1650.0,3,3,0,Semi-Furnished,39.0,65000.0,39.39
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1860.0,3,3,0,Unfurnished,35.0,65000.0,34.95
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1885.0,3,3,3,Semi-Furnished,35.0,66500.0,35.28
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1650.0,3,3,3,Semi-Furnished,41.0,67000.0,40.61
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1980.0,3,3,3,Unfurnished,35.0,69000.0,34.85
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1850.0,3,3,0,Semi-Furnished,38.0,70000.0,37.84
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1800.0,3,2,0,Semi-Furnished,39.0,70000.0,38.89
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1300.0,3,2,0,Semi-Furnished,54.0,70000.0,53.85
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1750.0,3,3,2,Furnished,43.0,75000.0,42.86
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1400.0,3,3,0,Furnished,54.0,75000.0,53.57
3 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,2000.0,3,3,4,Furnished,38.0,75000.0,37.5
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1700.0,3,4,2,Semi-Furnished,44.0,75000.0,44.12
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,2594.0,3,3,0,Furnished,37.0,95000.0,36.62
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,3430.0,4,3,2,Semi-Furnished,22.0,75000.0,21.87
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,3000.0,4,4,4,Semi-Furnished,30.0,90000.0,30.0
"4 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,1562.0,4,4,2,Semi-Furnished,65.0,100000.0,64.02
"4 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,3370.0,4,4,4,Unfurnished,30.0,100000.0,29.67
"4 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bengaluru,2452.0,4,5,3,Furnished,47.0,120000.0,48.94
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,4346.0,4,4,3,Furnished,55.0,240000.0,55.22
5 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bengaluru,2800.0,5,4,2,Furnished,30.0,85000.0,30.36
"2 BHK Flat for Rent in Sarjapura Attibele Road, Bangalore",Sarjapura Attibele Road,Bengaluru,1340.0,2,2,0,Unfurnished,17.0,23000.0,17.16
"3 BHK Flat for Rent in Sarjapura Attibele Road, Bangalore",Sarjapura Attibele Road,Bengaluru,1320.0,3,2,2,Semi-Furnished,20.0,27000.0,20.45
4 BHK Villa for Rent in Sarjapura Attibele Road Bangalore,Sarjapura Attibele Road,Bengaluru,3800.0,4,4,2,Unfurnished,17.0,63000.0,16.58
2 BHK House for Rent in Sathanur Bangalore,Sathanur,Bengaluru,1000.0,2,2,0,Semi-Furnished,16.0,16000.0,16.0
"3 BHK Flat for Rent in Sathanur, Bangalore",Sathanur,Bengaluru,1431.0,3,3,0,Furnished,34.0,48000.0,33.54
"4 BHK Flat for Rent in Sathya Sai Layout, Whitefield, Bangalore",Sathya Sai Layout,Bengaluru,1700.0,4,4,4,Semi-Furnished,27.0,46000.0,27.06
"1 BHK Flat for Rent in Sector 1st HSR Layout, Bangalore",Sector 1 HSR Layout,Bengaluru,540.0,1,1,0,Semi-Furnished,59.0,32000.0,59.26
"2 BHK Flat for Rent in Sector 1st HSR Layout, Bangalore",Sector 1 HSR Layout,Bengaluru,1250.0,2,2,3,Semi-Furnished,40.0,50000.0,40.0
"2 BHK Flat for Rent in Sector 11 New Tippasandra, Bangalore",Sector 11 New Thippasandra,Bengaluru,1150.0,2,2,3,Semi-Furnished,30.0,35000.0,30.43
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bengaluru,500.0,1,1,0,Semi-Furnished,20.0,10000.0,20.0
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bengaluru,550.0,1,1,0,Semi-Furnished,20.0,11000.0,20.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bengaluru,650.0,1,1,0,Unfurnished,32.0,21000.0,32.31
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bengaluru,700.0,1,1,0,Semi-Furnished,31.0,22000.0,31.43
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bengaluru,550.0,1,1,0,Semi-Furnished,41.0,22500.0,40.91
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bengaluru,650.0,1,1,0,Unfurnished,40.0,26000.0,40.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bengaluru,550.0,1,1,0,Semi-Furnished,49.0,27000.0,49.09
"2 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bengaluru,900.0,2,2,0,Semi-Furnished,50.0,45000.0,50.0
"3 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bengaluru,1200.0,3,3,2,Semi-Furnished,63.0,75000.0,62.5
4 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bengaluru,3500.0,4,4,3,Unfurnished,46.0,160000.0,45.71
4 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bengaluru,2400.0,4,4,0,Semi-Furnished,83.0,200000.0,83.33
"1 BHK Flat for Rent in Sector 3 HSR Layout, Bangalore",Sector 3 HSR Layout,Bengaluru,650.0,1,1,3,Semi-Furnished,55.0,36000.0,55.38
"2 BHK Flat for Rent in Sector 3 HSR Layout, Bangalore",Sector 3 HSR Layout,Bengaluru,750.0,2,2,0,Semi-Furnished,35.0,26000.0,34.67
"2 BHK Flat for Rent in Sector 3 HSR Layout, Bangalore",Sector 3 HSR Layout,Bengaluru,1100.0,2,2,2,Furnished,25.0,28000.0,25.45
2 BHK House for Rent in Sector 4 HSR Layout Bangalore,Sector 4 HSR Layout,Bengaluru,1050.0,2,2,0,Unfurnished,36.0,38000.0,36.19
"2 BHK Flat for Rent in Sector 4 HSR Layout, Bangalore",Sector 4 HSR Layout,Bengaluru,1150.0,2,2,0,Semi-Furnished,39.0,45000.0,39.13
"2 BHK Flat for Rent in Sector 5th HSR Layout, Bangalore",Sector 5 HSR Layout,Bengaluru,900.0,2,2,0,Semi-Furnished,33.0,30000.0,33.33
2 BHK House for Rent in Sector 5th HSR Layout Bangalore,Sector 5 HSR Layout,Bengaluru,1100.0,2,2,2,Semi-Furnished,33.0,36000.0,32.73
3 BHK House for Rent in Sector 5th HSR Layout Bangalore,Sector 5 HSR Layout,Bengaluru,2400.0,3,3,2,Semi-Furnished,31.0,75000.0,31.25
"3 BHK Flat for Rent in Sector 6 HSR Layout, Bangalore",Sector 6 HSR Layout,Bengaluru,1300.0,3,3,2,Semi-Furnished,46.0,60000.0,46.15
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bengaluru,1360.0,3,2,0,Semi-Furnished,33.0,45000.0,33.09
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bengaluru,1400.0,3,4,2,Semi-Furnished,37.0,52000.0,37.14
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bengaluru,1900.0,3,3,2,Furnished,39.0,75000.0,39.47
3 BHK Villa for Rent in Seegehalli Bangalore,Seegehalli,Bengaluru,2000.0,3,4,0,Semi-Furnished,38.0,75000.0,37.5
4 BHK Villa for Rent in Seegehalli Bangalore,Seegehalli,Bengaluru,2900.0,4,4,2,Semi-Furnished,34.0,100000.0,34.48
2 BHK House for Rent in Seegehalli Krishnarajapura Bangalore,Seegehalli KR Puram,Bengaluru,850.0,2,2,0,Furnished,14.0,12000.0,14.12
"2 BHK Flat for Rent in Seegehalli Krishnarajapura, Bangalore",Seegehalli KR Puram,Bengaluru,1120.0,2,2,2,Semi-Furnished,13.0,14000.0,12.5
2 BHK House for Rent in Seegehalli Krishnarajapura Bangalore,Seegehalli KR Puram,Bengaluru,1100.0,2,2,0,Semi-Furnished,16.0,18000.0,16.36
2 BHK House for Rent in Seegehalli Kannamangala Road Bangalore,Seegehalli Kannamangala Road,Bengaluru,1270.0,2,1,0,Unfurnished,17.0,22000.0,17.32
"2 BHK Flat for Rent in Seegehalli Road, Bangalore",Seegehalli Road,Bengaluru,1430.0,2,2,2,Unfurnished,21.0,30000.0,20.98
"2 BHK Flat for Rent in SG Palya, Bangalore",Sg Palya,Bengaluru,750.0,2,2,0,Unfurnished,28.0,21000.0,28.0
1 BHK House for Rent in Shanthala Nagar Ashok Nagar Bangalore,Shanthala Nagar,Bengaluru,850.0,1,1,0,Furnished,38.0,32000.0,37.65
1 BHK House for Rent in Shanti Nagar Bangalore,Shanti Nagar,Bengaluru,300.0,1,1,0,Unfurnished,40.0,12000.0,40.0
1 BHK House for Rent in Shanti Nagar Bangalore,Shanti Nagar,Bengaluru,400.0,1,1,0,Unfurnished,32.0,13000.0,32.5
2 BHK House for Rent in Siddapura Whitefield Bangalore,Siddapur,Bengaluru,750.0,2,1,0,Unfurnished,19.0,14500.0,19.33
"1 BHK Flat for Rent in Silicon Town, Bangalore",Silicon Town,Bengaluru,600.0,1,1,0,Unfurnished,19.0,11500.0,19.17
2 BHK House for Rent in Silver County Road Bangalore,Silver County Road,Bengaluru,900.0,2,1,0,Semi-Furnished,17.0,15000.0,16.67
"2 BHK Flat for Rent in Silver Oak Layout, J P Nagar, Bangalore",Silver Oak Layout,Bengaluru,1200.0,2,2,3,Semi-Furnished,28.0,33000.0,27.5
"1 BHK Flat for Rent in Singapura, Bangalore",Singapura,Bengaluru,600.0,1,2,0,Unfurnished,12.0,7000.0,11.67
"2 BHK Flat for Rent in Singasandra, Hosur Road, Bangalore",Singasandra,Bengaluru,1000.0,2,2,2,Semi-Furnished,20.0,20000.0,20.0
"3 BHK Flat for Rent in Singasandra, Hosur Road, Bangalore",Singasandra,Bengaluru,1600.0,3,3,4,Furnished,28.0,45000.0,28.12
"3 BHK House for Rent in Singasandra, Hosur Road Bangalore",Singasandra,Bengaluru,2600.0,3,3,0,Furnished,29.0,75000.0,28.85
"4 BHK Flat for Rent in Singasandra, Hosur Road, Bangalore",Singasandra,Bengaluru,3500.0,4,4,4,Furnished,17.0,58000.0,16.57
4 BHK Villa for Rent in Sir M Visvesvaraya Inst Road Bangalore,Sir M Visvesvaraya Inst Road,Bengaluru,3310.0,4,4,3,Semi-Furnished,57.0,190000.0,57.4
2 BHK House for Rent in Soladevanahalli Bangalore,Soladevanahalli,Bengaluru,800.0,2,1,0,Semi-Furnished,9.0,7000.0,8.75
1 BHK House for Rent in Somasundarapalya Bangalore,Somasundarapalya,Bengaluru,650.0,1,1,0,Semi-Furnished,29.0,19000.0,29.23
"1 BHK Flat for Rent in Someshwara Layout Doddakannelli, Bangalore",Someshwara Layout,Bengaluru,650.0,1,1,0,Furnished,35.0,23000.0,35.38
4 BHK Villa for Rent in Sompura Bangalore,Sompura,Bengaluru,1820.0,4,4,2,Semi-Furnished,74.0,140000.0,76.92
"1 BHK Flat for Rent in Spencer Road, Bangalore",Spencer Road,Bengaluru,800.0,1,1,0,Semi-Furnished,20.0,16000.0,20.0
1 BHK House for Rent in Spice Garden Layout Bangalore,Spice Garden Layout,Bengaluru,800.0,1,2,0,Semi-Furnished,21.0,16500.0,20.62
"3 BHK Flat for Rent in Sri Balaji Layout, Bangalore",Sri Balaji Layout,Bengaluru,1432.0,3,2,2,Semi-Furnished,21.0,30000.0,20.95
2 BHK House for Rent in Sri Sai Layout Bangalore,Sri Sai Layout,Bengaluru,720.0,2,2,0,Semi-Furnished,21.0,15000.0,20.83
"2 BHK House for Rent in Srigandha Nagar, Hegganahalli Bangalore",Srigandha Nagar,Bengaluru,750.0,2,2,0,Semi-Furnished,20.0,15000.0,20.0
1 BHK House for Rent in Srinagar Bangalore,Srinagar,Bengaluru,1100.0,1,1,0,Semi-Furnished,6.0,6500.0,5.91
"1 BHK Flat for Rent in Srirampura, Bangalore",Srirampuram,Bengaluru,400.0,1,1,0,Semi-Furnished,32.0,13000.0,32.5
3 BHK House for Rent in Stage 1st Kumaraswamy Layout Bangalore,Stage 1St Kumaraswamy Layout,Bengaluru,1500.0,3,4,2,Semi-Furnished,17.0,25000.0,16.67
4 BHK Villa for Rent in State Highway 104 Bangalore,State Highway 104,Bengaluru,4900.0,4,4,0,Furnished,33.0,160000.0,32.65
"2 BHK Flat for Rent in Subbaiahnapalya, Bangalore",Subbaiahnapalya,Bengaluru,900.0,2,2,0,Unfurnished,18.0,16000.0,17.78
