house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent,rent_per_sqft
"3 BHK Flat for Rent in Hbr Layout, Bangalore",Hbr Layout,Bengaluru,1600.0,3,2,0,Furnished,31.0,50000.0,31.25
"2 BHK Flat for Rent in Block 2nd HBR Layout, Bangalore",Hbr Layout Block 2,Bengaluru,1200.0,2,2,0,Semi-Furnished,17.0,20000.0,16.67
4 BHK Villa for Rent in Block 3rd HBR Layout Bangalore,Hbr Layout Block 3,Bengaluru,2500.0,4,5,2,Semi-Furnished,24.0,60000.0,24.0
1 BHK House for Rent in Hebbal Bangalore,Hebbal,Bengaluru,800.0,1,1,0,Semi-Furnished,12.0,10000.0,12.5
"2 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1060.0,2,2,0,Semi-Furnished,26.0,28000.0,26.42
"2 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1420.0,2,2,2,Semi-Furnished,25.0,35000.0,24.65
"2 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1150.0,2,2,2,Semi-Furnished,52.0,60000.0,52.17
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1227.0,3,2,0,Furnished,36.0,44000.0,35.86
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1855.0,3,3,3,Semi-Furnished,25.0,47000.0,25.34
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1645.0,3,3,2,Semi-Furnished,33.0,55000.0,33.43
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1920.0,3,3,2,Semi-Furnished,29.0,55000.0,28.65
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1490.0,3,3,2,Semi-Furnished,39.0,58000.0,38.93
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1600.0,3,3,3,Semi-Furnished,40.0,64000.0,40.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2390.0,3,3,0,Semi-Furnished,27.0,65000.0,27.2
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1600.0,3,3,2,Unfurnished,43.0,69000.0,43.12
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1345.0,3,3,3,Semi-Furnished,52.0,70000.0,52.04
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2480.0,3,3,2,Furnished,28.0,70000.0,28.23
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1950.0,3,3,2,Semi-Furnished,36.0,70000.0,35.9
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1600.0,3,3,2,Semi-Furnished,44.0,70000.0,43.75
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1134.0,3,3,2,Semi-Furnished,62.0,70000.0,61.73
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2119.0,3,3,0,Semi-Furnished,35.0,75000.0,35.39
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1980.0,3,4,0,Semi-Furnished,38.0,75000.0,37.88
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1900.0,3,4,2,Unfurnished,42.0,80000.0,42.11
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,1645.0,3,3,2,Furnished,58.0,95000.0,57.75
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,3000.0,3,3,3,Furnished,48.0,150000.0,50.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2960.0,3,3,2,Semi-Furnished,54.0,160000.0,54.05
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,3000.0,3,3,2,Furnished,57.0,170000.0,56.67
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2200.0,3,4,2,Semi-Furnished,86.0,190000.0,86.36
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,3000.0,3,4,2,Unfurnished,73.0,220000.0,73.33
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2700.0,3,4,3,Semi-Furnished,93.0,250000.0,92.59
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,3741.0,3,4,0,Unfurnished,79.0,300000.0,80.19
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2500.0,4,4,3,Semi-Furnished,40.0,100000.0,40.0
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2350.0,4,3,3,Unfurnished,66.0,160000.0,68.09
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,2617.0,4,4,3,Furnished,62.0,160000.0,61.14
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,3895.0,4,4,3,Semi-Furnished,56.0,220000.0,56.48
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,3940.0,4,5,2,Furnished,63.0,250000.0,63.45
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,4637.0,4,5,2,Semi-Furnished,65.0,300000.0,64.7
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bengaluru,4440.0,4,4,0,Semi-Furnished,68.0,300000.0,67.57
2 BHK House for Rent in Hebbal Kempapura Bangalore,Hebbal Kempapura,Bengaluru,1800.0,2,3,2,Semi-Furnished,14.0,26000.0,14.44
"2 BHK Flat for Rent in Hebbal Kempapura, Bangalore",Hebbal Kempapura,Bengaluru,1200.0,2,2,0,Semi-Furnished,23.0,28000.0,23.33
"2 BHK Flat for Rent in Hebbal Kempapura, Bangalore",Hebbal Kempapura,Bengaluru,1200.0,2,2,0,Semi-Furnished,24.0,29000.0,24.17
5 BHK House for Rent in Hebbal Kempapura Bangalore,Hebbal Kempapura,Bengaluru,2400.0,5,4,2,Semi-Furnished,19.0,45000.0,18.75
5 BHK House for Rent in Hebbal Kempapura Bangalore,Hebbal Kempapura,Bengaluru,4300.0,5,5,0,Furnished,35.0,150000.0,34.88
2 BHK House for Rent in RK Hegde Nagar Bangalore,Hegde Nagar,Bengaluru,750.0,2,2,2,Unfurnished,19.0,14500.0,19.33
"3 BHK Flat for Rent in RK Hegde Nagar, Bangalore",Hegde Nagar,Bengaluru,1600.0,3,3,0,Semi-Furnished,38.0,60000.0,37.5
1 BHK House for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,400.0,1,1,0,Semi-Furnished,30.0,12000.0,30.0
1 BHK House for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,800.0,1,1,0,Semi-Furnished,23.0,18000.0,22.5
2 BHK House for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,750.0,2,2,0,Unfurnished,21.0,16000.0,21.33
"2 BHK Flat for Rent in Hennur Gardens, Bangalore",Hennur,Bengaluru,1100.0,2,2,0,Furnished,25.0,28000.0,25.45
"2 BHK Flat for Rent in Hennur Gardens, Bangalore",Hennur,Bengaluru,800.0,2,2,0,Semi-Furnished,45.0,36000.0,45.0
"2 BHK Flat for Rent in Hennur Gardens, Bangalore",Hennur,Bengaluru,1575.0,2,2,3,Semi-Furnished,24.0,38000.0,24.13
"2 BHK Flat for Rent in Hennur Gardens, Bangalore",Hennur,Bengaluru,1232.0,2,2,0,Semi-Furnished,37.0,46000.0,37.34
3 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,1800.0,3,4,3,Semi-Furnished,83.0,150000.0,83.33
4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,3600.0,4,4,3,Semi-Furnished,32.0,120000.0,33.33
4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,3000.0,4,5,2,Furnished,67.0,200000.0,66.67
4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,2450.0,4,4,0,Semi-Furnished,82.0,200000.0,81.63
5 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bengaluru,3500.0,5,5,3,Furnished,31.0,110000.0,31.43
"3 BHK Flat for Rent in Hennur Bagalur Main Road, Bangalore",Hennur Bagalur Main Road,Bengaluru,1200.0,3,3,2,Semi-Furnished,42.0,50000.0,41.67
1 BHK House for Rent in Hennur Bande Road Bangalore,Hennur Bande Road,Bengaluru,700.0,1,1,0,Semi-Furnished,19.0,13500.0,19.29
2 BHK House for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bengaluru,850.0,2,2,2,Semi-Furnished,14.0,12000.0,14.12
"2 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1000.0,2,2,2,Semi-Furnished,35.0,35000.0,35.0
2 BHK House for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bengaluru,1011.0,2,2,0,Unfurnished,40.0,40000.0,39.56
"2 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1359.0,2,2,2,Furnished,32.0,43000.0,31.64
"2 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1359.0,2,2,2,Unfurnished,33.0,45000.0,33.11
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1904.0,3,3,2,Semi-Furnished,24.0,45000.0,23.63
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1320.0,3,3,0,Semi-Furnished,38.0,50000.0,37.88
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1740.0,3,3,0,Semi-Furnished,32.0,55000.0,31.61
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1600.0,3,3,3,Semi-Furnished,34.0,55000.0,34.38
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bengaluru,1740.0,3,3,0,Furnished,34.0,60000.0,34.48
4 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bengaluru,2900.0,4,4,3,Semi-Furnished,26.0,75000.0,25.86
4 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bengaluru,2957.0,4,4,2,Unfurnished,34.0,100000.0,33.82
4 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bengaluru,2900.0,4,5,3,Semi-Furnished,45.0,130000.0,44.83
5 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bengaluru,3000.0,5,5,3,Semi-Furnished,23.0,70000.0,23.33
2 BHK House for Rent in Hesarghatta Road Bangalore,Hesarghatta Road,Bengaluru,1000.0,2,1,0,Semi-Furnished,12.0,12000.0,12.0
2 BHK House for Rent in HMT Layout Vidyaranyapura Bangalore,Hmt Layout Vidyaranyapura,Bengaluru,900.0,2,1,0,Semi-Furnished,30.0,27000.0,30.0
"2 BHK Flat for Rent in Holiday Village Road, Bangalore",Holiday Village Road,Bengaluru,1150.0,2,2,2,Semi-Furnished,25.0,28900.0,25.13
1 BHK House for Rent in Hongasandra Bangalore,Hongasandra,Bengaluru,500.0,1,1,0,Unfurnished,11.0,5500.0,11.0
1 BHK House for Rent in Hongasandra Bangalore,Hongasandra,Bengaluru,550.0,1,1,0,Unfurnished,15.0,8000.0,14.55
1 BHK House for Rent in Hongasandra Bangalore,Hongasandra,Bengaluru,400.0,1,1,0,Semi-Furnished,25.0,10000.0,25.0
"2 BHK House for Rent in Hoodi, Hoodi Bangalore",Hoodi,Bengaluru,600.0,2,1,0,Unfurnished,25.0,15000.0,25.0
"2 BHK House for Rent in Hoodi, Hoodi Bangalore",Hoodi,Bengaluru,1200.0,2,2,0,Semi-Furnished,16.0,19000.0,15.83
"2 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",Hoodi,Bengaluru,979.0,2,2,0,Furnished,36.0,35000.0,35.75
"3 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",Hoodi,Bengaluru,1802.0,3,3,3,Semi-Furnished,25.0,45000.0,24.97
"3 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",Hoodi,Bengaluru,1650.0,3,2,2,Unfurnished,30.0,50000.0,30.3
"4 BHK House for Rent in Hoodi, Hoodi Bangalore",Hoodi,Bengaluru,1500.0,4,3,4,Semi-Furnished,47.0,70000.0,46.67
1 BHK House for Rent in Horamavu Bangalore,Horamavu,Bengaluru,800.0,1,1,0,Unfurnished,19.0,15000.0,18.75
"1 BHK Flat for Rent in Horamavu, Bangalore",Horamavu,Bengaluru,992.0,1,1,0,Furnished,20.0,20000.0,20.16
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bengaluru,800.0,2,2,0,Semi-Furnished,13.0,10000.0,12.5
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bengaluru,1000.0,2,2,2,Semi-Furnished,15.0,15000.0,15.0
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bengaluru,1200.0,2,2,0,Semi-Furnished,18.0,21000.0,17.5
"2 BHK Flat for Rent in Horamavu, Bangalore",Horamavu,Bengaluru,950.0,2,2,2,Semi-Furnished,27.0,26000.0,27.37
3 BHK Villa for Rent in Horamavu Bangalore,Horamavu,Bengaluru,2400.0,3,3,3,Semi-Furnished,27.0,65000.0,27.08
3 BHK House for Rent in Horamavu Bangalore,Horamavu,Bengaluru,3544.0,3,5,0,Semi-Furnished,28.0,100000.0,28.22
4 BHK House for Rent in Horamavu Bangalore,Horamavu,Bengaluru,3000.0,4,3,2,Semi-Furnished,15.0,45000.0,15.0
4 BHK Villa for Rent in Horamavu Bangalore,Horamavu,Bengaluru,3200.0,4,4,2,Semi-Furnished,31.0,100000.0,31.25
4 BHK Villa for Rent in Horamavu Bangalore,Horamavu,Bengaluru,4000.0,4,4,3,Semi-Furnished,31.0,130000.0,32.5
4 BHK Villa for Rent in Horamavu Bangalore,Horamavu,Bengaluru,4300.0,4,4,5,Semi-Furnished,41.0,180000.0,41.86
2 BHK House for Rent in Horamavu Main Road Bangalore,Horamavu Main Road,Bengaluru,950.0,2,2,0,Unfurnished,30.0,28500.0,30.0
"2 BHK House for Rent in Hosa Road, off Hosur Road Bangalore",Hosa Road,Bengaluru,900.0,2,2,0,Semi-Furnished,18.0,16500.0,18.33
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bengaluru,1221.0,2,2,2,Furnished,29.0,35000.0,28.67
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bengaluru,1221.0,2,2,0,Furnished,29.0,36000.0,29.48
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bengaluru,1050.0,2,2,0,Unfurnished,40.0,41836.0,39.84
"3 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bengaluru,1538.0,3,3,0,Semi-Furnished,36.0,55000.0,35.76
"3 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bengaluru,1717.0,3,3,0,Semi-Furnished,41.0,70000.0,40.77
2 BHK House for Rent in Hoskote Bangalore,Hoskote,Bengaluru,1200.0,2,2,0,Unfurnished,17.0,20000.0,16.67
4 BHK Villa for Rent in Hoskote Bangalore,Hoskote,Bengaluru,2650.0,4,4,0,Semi-Furnished,13.0,35000.0,13.21
8 BHK House for Rent in Hoskote Bangalore,Hoskote,Bengaluru,4500.0,8,8,0,Semi-Furnished,19.0,85000.0,18.89
1 BHK House for Rent in Hoskote Road Bangalore,Hoskote Road,Bengaluru,400.0,1,1,0,Unfurnished,18.0,7000.0,17.5
"1 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bengaluru,500.0,1,1,0,Semi-Furnished,32.0,16000.0,32.0
"2 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bengaluru,1198.0,2,2,0,Semi-Furnished,43.0,52000.0,43.41
"3 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bengaluru,1512.0,3,3,0,Unfurnished,42.0,64000.0,42.33
"3 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bengaluru,1735.0,3,3,3,Semi-Furnished,46.0,80000.0,46.11
"3 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bengaluru,1836.0,3,3,2,Semi-Furnished,48.0,88000.0,47.93
"3 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bengaluru,1890.0,3,3,2,Furnished,53.0,100000.0,52.91
"1 BHK Flat for Rent in Hoysala Nagar Ramamurthy Nagar, Bangalore",Hoysalanagar,Bengaluru,400.0,1,1,0,Furnished,30.0,12000.0,30.0
"3 BHK Flat for Rent in Hrbr Layout, Kalyan Nagar, Outer Ring Road, Bangalore",Hrbr Layout,Bengaluru,2350.0,3,2,0,Semi-Furnished,34.0,79000.0,33.62
"2 BHK Flat for Rent in Block 1st HRBR Layout, Bangalore",Hrbr Layout Block 1,Bengaluru,1150.0,2,2,0,Semi-Furnished,28.0,32000.0,27.83
"2 BHK Flat for Rent in Block 1st HRBR Layout, Bangalore",Hrbr Layout Block 1,Bengaluru,1100.0,2,2,2,Semi-Furnished,32.0,35000.0,31.82
1 BHK House for Rent in Hulimavu Bangalore,Hulimavu,Bengaluru,600.0,1,1,0,Semi-Furnished,13.0,8000.0,13.33
2 BHK House for Rent in Hulimavu Bangalore,Hulimavu,Bengaluru,1200.0,2,2,2,Semi-Furnished,11.0,13000.0,10.83
2 BHK House for Rent in Hulimavu Bangalore,Hulimavu,Bengaluru,1150.0,2,2,2,Semi-Furnished,15.0,17000.0,14.78
"2 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bengaluru,770.0,2,2,0,Semi-Furnished,39.0,30000.0,38.96
"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bengaluru,1450.0,3,2,0,Unfurnished,17.0,25000.0,17.24
"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bengaluru,1175.0,3,2,2,Semi-Furnished,27.0,32000.0,27.23
"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bengaluru,1542.0,3,3,0,Furnished,27.0,42000.0,27.24
"4 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bengaluru,3560.0,4,5,5,Furnished,37.0,130000.0,36.52
5 BHK House for Rent in Hulimavu Bangalore,Hulimavu,Bengaluru,3832.0,5,5,0,Semi-Furnished,29.0,110000.0,28.71
"3 BHK Flat for Rent in Hunasamaranahalli, Bangalore-Hyderabad Hwy, Bangalore",Hunasamaranahalli,Bengaluru,1559.0,3,2,0,Semi-Furnished,23.0,36000.0,23.09
"5 BHK Villa for Rent in Hunasamaranahalli, Bangalore-Hyderabad Hwy Bangalore",Hunasamaranahalli,Bengaluru,6700.0,5,7,5,Furnished,82.0,550000.0,82.09
2 BHK House for Rent in Huskur Bangalore,Huskur,Bengaluru,1100.0,2,2,0,Semi-Furnished,23.0,25000.0,22.73
"3 BHK Flat for Rent in Hutchins Road, Bangalore",Hutchins Road,Bengaluru,1600.0,3,3,3,Unfurnished,35.0,56000.0,35.0
"3 BHK Flat for Rent in Huvinayakanahalli, Bangalore",Huvinayakanahalli,Bengaluru,1043.0,3,2,0,Semi-Furnished,24.0,25000.0,23.97
"2 BHK Flat for Rent in Ibbaluru, Bangalore",Iblur Village,Bengaluru,1000.0,2,2,2,Semi-Furnished,43.0,43000.0,43.0
"1 BHK House for Rent in Immadihalli, Whitefield Bangalore",Immadihalli,Bengaluru,650.0,1,1,0,Semi-Furnished,20.0,13000.0,20.0
"1 BHK Flat for Rent in Indiranagar, Bangalore",Indira Nagar,Bengaluru,880.0,1,1,0,Furnished,36.0,32000.0,36.36
2 BHK House for Rent in Indiranagar Bangalore,Indira Nagar,Bengaluru,1400.0,2,2,0,Unfurnished,16.0,23000.0,16.43
"2 BHK Flat for Rent in Indiranagar, Bangalore",Indira Nagar,Bengaluru,850.0,2,2,0,Furnished,53.0,45000.0,52.94
3 BHK House for Rent in Indiranagar Bangalore,Indira Nagar,Bengaluru,2200.0,3,3,2,Semi-Furnished,39.0,85000.0,38.64
"3 BHK Flat for Rent in Indiranagar, Bangalore",Indira Nagar,Bengaluru,2300.0,3,3,2,Semi-Furnished,57.0,130000.0,56.52
"3 BHK Flat for Rent in Indiranagar, Bangalore",Indira Nagar,Bengaluru,2200.0,3,3,2,Semi-Furnished,61.0,140000.0,63.64
4 BHK House for Rent in Indiranagar Bangalore,Indira Nagar,Bengaluru,2000.0,4,3,0,Semi-Furnished,40.0,80000.0,40.0
4 BHK Villa for Rent in Indiranagar Bangalore,Indira Nagar,Bengaluru,4500.0,4,4,0,Semi-Furnished,39.0,180000.0,40.0
4 BHK Villa for Rent in Indiranagar Bangalore,Indira Nagar,Bengaluru,4541.0,4,5,4,Unfurnished,61.0,280000.0,61.66
4 BHK Villa for Rent in Indiranagar Bangalore,Indira Nagar,Bengaluru,4659.0,4,4,3,Semi-Furnished,64.0,300000.0,64.39
"3 BHK Flat for Rent in Stage 1 Indiranagar, Bangalore",Indira Nagar Stage 1,Bengaluru,2000.0,3,3,3,Semi-Furnished,58.0,120000.0,60.0
"3 BHK Flat for Rent in Stage 1 Indiranagar, Bangalore",Indira Nagar Stage 1,Bengaluru,2030.0,3,3,0,Semi-Furnished,59.0,120000.0,59.11
"3 BHK Flat for Rent in Stage 2 Indiranagar, Bangalore",Indira Nagar Stage 2,Bengaluru,1700.0,3,3,3,Furnished,44.0,75000.0,44.12
"3 BHK Flat for Rent in Stage 2 Indiranagar, Bangalore",Indira Nagar Stage 2,Bengaluru,1800.0,3,3,2,Unfurnished,56.0,100000.0,55.56
4 BHK House for Rent in Stage 2 Indiranagar Bangalore,Indira Nagar Stage 2,Bengaluru,2000.0,4,4,3,Semi-Furnished,70.0,140000.0,70.0
"5 BHK Flat for Rent in Infantry Road, Bangalore",Infantry Road,Bengaluru,2000.0,5,5,2,Semi-Furnished,30.0,60000.0,30.0
"2 BHK House for Rent in Isro Layout, Kumaraswamy Layout Bangalore",Isro Layout,Bengaluru,1200.0,2,2,0,Semi-Furnished,21.0,25000.0,20.83
"1 BHK Flat for Rent in ITI Layout HSR Layout, Bangalore",Iti Layout,Bengaluru,550.0,1,1,0,Unfurnished,48.0,26666.0,48.48
"1 BHK House for Rent in Itpl, Whitefield Bangalore",Itpl,Bengaluru,300.0,1,1,0,Furnished,60.0,18000.0,60.0
"3 BHK Flat for Rent in Itpl, Whitefield, Bangalore",Itpl,Bengaluru,1800.0,3,3,2,Semi-Furnished,40.0,72000.0,40.0
"4 BHK Flat for Rent in Itpl, Whitefield, Bangalore",Itpl,Bengaluru,2750.0,4,3,3,Semi-Furnished,36.0,100000.0,36.36
"4 BHK Flat for Rent in Itpl, Whitefield, Bangalore",Itpl,Bengaluru,2525.0,4,5,2,Semi-Furnished,44.0,110000.0,43.56
"4 BHK Villa for Rent in Itpl, Whitefield Bangalore",Itpl,Bengaluru,3500.0,4,4,2,Furnished,40.0,140000.0,40.0
"1 BHK Flat for Rent in ITPL Main Road, Bangalore",Itpl Main Road,Bengaluru,600.0,1,1,0,Semi-Furnished,25.0,15000.0,25.0
1 BHK House for Rent in Ittamadu Main Road Bangalore,Ittamadu Main Road,Bengaluru,600.0,1,1,0,Semi-Furnished,16.0,9500.0,15.83
4 BHK Villa for Rent in IVC Road Bangalore,Ivc Road,Bengaluru,6250.0,4,7,4,Furnished,51.0,320000.0,51.2
1 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bengaluru,500.0,1,1,0,Furnished,30.0,15000.0,30.0
2 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bengaluru,600.0,2,1,0,Unfurnished,20.0,12000.0,20.0
2 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bengaluru,600.0,2,1,0,Unfurnished,25.0,15000.0,25.0
"2 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,750.0,2,2,2,Semi-Furnished,21.0,16000.0,21.33
"2 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,950.0,2,2,2,Unfurnished,23.0,22000.0,23.16
"2 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1500.0,2,2,3,Semi-Furnished,23.0,35000.0,23.33
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1100.0,3,2,2,Semi-Furnished,27.0,29500.0,26.82
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1587.0,3,2,0,Semi-Furnished,24.0,38000.0,23.94
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1515.0,3,2,2,Semi-Furnished,30.0,45000.0,29.7
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1780.0,3,3,3,Semi-Furnished,25.0,45000.0,25.28
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1500.0,3,2,3,Semi-Furnished,31.0,46000.0,30.67
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1400.0,3,3,2,Semi-Furnished,39.0,55000.0,39.29
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bengaluru,1000.0,3,2,0,Furnished,75.0,75000.0,75.0
3 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bengaluru,3000.0,3,4,0,Semi-Furnished,37.0,110000.0,36.67
5 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bengaluru,2400.0,5,4,0,Semi-Furnished,83.0,200000.0,83.33
"2 BHK House for Rent in Jakkasandra Extension, Koramangala Bangalore",Jakkasandra Extension,Bengaluru,850.0,2,1,0,Semi-Furnished,18.0,15000.0,17.65
1 BHK House for Rent in Jakkur Bangalore,Jakkur,Bengaluru,600.0,1,1,0,Unfurnished,27.0,16000.0,26.67
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,950.0,2,2,2,Semi-Furnished,21.0,20000.0,21.05
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,690.0,2,2,0,Semi-Furnished,32.0,22000.0,31.88
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,690.0,2,2,0,Semi-Furnished,37.0,25500.0,36.96
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,790.0,2,2,0,Furnished,38.0,30000.0,37.97
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,1200.0,2,3,0,Semi-Furnished,27.0,32000.0,26.67
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,840.0,2,2,0,Furnished,49.0,41000.0,48.81
"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,1100.0,3,3,2,Unfurnished,29.0,32000.0,29.09
"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,1490.0,3,3,0,Semi-Furnished,43.0,64000.0,42.95
"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,1500.0,3,3,0,Unfurnished,48.0,72000.0,48.0
"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bengaluru,1950.0,3,3,3,Semi-Furnished,41.0,80000.0,41.03
3 BHK House for Rent in Jakkur Bangalore,Jakkur,Bengaluru,2400.0,3,3,4,Semi-Furnished,38.0,90000.0,37.5
"3 BHK Flat for Rent in Jakkur Plantation, Bangalore",Jakkur Plantation,Bengaluru,1717.0,3,3,0,Semi-Furnished,23.0,40000.0,23.3
